statement_no,debate,night,speaker,speaker_type,timestamp,statement
140,9,1,Sanders,candidate,36:42,"Can I finish? The average American today is paying $12,000 a year. That’s what that family is paying. 20% of a 60,000 income, $12,000 a year. Highest prices in the world for prescription drugs. Just the other day, a major study came out from Yale, epidemiologists in Lancet, one of the leading medical publications in the world. What they said, my friends, is Medicare for all will save $450 billion a year because we are eliminated the absurdity of thousands of separate plans that required hundreds of billions of dollars of administration. And by the way, ending the hundred billion a year in profiteering for the drug companies and the insurance companies."
141,9,1,Buttigieg,candidate,37:27,This is really important. [crosstalk 00:37:29]
142,9,1,,other,37:28,"Senator Sanders, thank you. Mayor Bloomberg, I want to go to you on this."
143,9,1,Sanders,candidate,37:30,"Your plan, by the way [crosstalk 00:37:31] costs."
144,9,1,Buttigieg,candidate,37:32,"That’s false. Look, if my plan is to status quo, why was it attacked by the insurance industry the moment it came out? And on issue after issue after issue, this is what Senator Sanders is saying. If you’re not with him, if you’re not all the way on his side, then you must be for the status quo. Well you know what? That is a picture that leaves most of the American people out."
145,9,1,,other,37:52,"I want to go to Mayor Bloomberg on this, the transparency issue."
146,9,1,,other,37:55,"Very briefly on transparency, Mayor Bloomberg, your campaign has said that you would eventually release your tax records-"
147,9,1,,other,38:01,Yes.
148,9,1,,other,38:01,"… when it comes to transparency, but people are already voting now. Why should democratic voters have to wait?"
149,9,1,,other,38:07,It just takes us a long time. Unfortunately or fortunately-
150,9,1,Klobuchar,candidate,38:10,Can I comment on that?
151,9,1,,other,38:11,"Fortunately, I make a lot of money and we do business all around the world and we are preparing it. The number of pages will probably be in the thousands of pages. I can’t go to Turbo Tax, but I put out my tax return every year for 12 years in city hall. We will put out this one. It says, tells everybody everything they need to know about every investments that I make and where the money goes. And the biggest item is all the money I give away, and we list that. Every single donation I make, and you can get that from our foundation anytime you want."
152,9,1,Klobuchar,candidate,38:47,"I’m just looking at my husband in the front row that has to like do our taxes all the time. We probably could go to Turbo Tax. And the point of this is I believe in transparency. I had a physical, by the way. It came out well. We might all be surprised if my blood pressure is lower than Mayor Pete’s. That might really shock everyone out there. And I think you should release your records from your physical."
153,9,1,Klobuchar,candidate,39:10,"Secondly, when it comes to tax returns, everyone up here has released their tax returns, Mayor. And it is a major issue because the president of the United States has been hiding behind his tax returns, even when courts order him to come forward with those tax returns. I don’t care how much money anyone has. I think it’s great you got a lot of money, but I think you’ve got to come forward with your tax returns."
154,9,1,,other,39:35,"Senator Warren, I’m going to get to you in a second. Mayor Bloomberg, quick response to Senator Klobuchar."
155,9,1,,other,39:38,"We’re releasing them. They’ll be out in a few weeks, and that’s just as fast as I can do it. Remember, I only entered into this race 10 weeks ago. All of my associates here have been at this for a couple of years."
156,9,1,Buttigieg,candidate,39:51,"That’s right, we have."
157,9,1,,other,39:51,And we did not [crosstalk 00:39:52]
158,9,1,Buttigieg,candidate,39:51,Engaging with voters and humbling ourselves in backyards [crosstalk 00:39:53]
159,9,1,,other,39:52,"Let me ask you about something else, Mr. Mayor because-"
160,9,1,,other,39:53,10 weeks ago [crosstalk 00:39:53] over time and get it done.
161,9,1,,other,40:02,"Mayor Bloomberg, let me ask you about something else. Senator Warren."
162,9,1,,other,40:03,Wish it were that simple.
163,9,1,,other,40:03,I’ll let you get in here. But Mayor Bloomberg-
164,9,1,,other,40:03,It would save me a lot of money.
165,9,1,,other,40:04,"Let me ask you about something else. Several former employees have claimed that your company was a hostile workplace for women. When you were confronted about it, you admitted making sexually suggestive remarks saying quote, “That’s the way I grew up.” In a lawsuit in the 1990s, according to the Washington Post, one former female employee alleged that you said quote, “I would do you in a second.” Should Democrats expect better from their nominee?"
166,9,1,,other,40:28,"Let me say a couple things and if I can have my full minute and a quarter. Thank you. I have no tolerance for the kind of behavior that the Me Too Movement has exposed. And anybody that does anything wrong in our company, we investigate it. And if it’s appropriate, they’re gone that day. But let me tell you what I do in my company and my foundation and in city government when I was there. In my foundation, the person that runs, it’s a woman. 70% of the people there are women. In my company, lots and lots of women have big responsibilities. They get paid exactly the same as men. And in city hall, the person that’s the top person, my deputy mayor was a woman and 40% of our commissioners were women."
167,9,1,,other,41:20,"I am very proud of the fact that about two weeks ago we were awarded, we were voted the most … the best place to work, second best place in America. If that doesn’t say something about our employees and how happy they are, I don’t know what does."
168,9,1,,other,41:39,"Senator Warren, you’ve been critical of Mayor Bloomberg on this issue."
169,9,1,,other,41:42,"Yes, I have. I hope you’ve heard what his defense was, “I’ve been nice to some women.” That just doesn’t cut it. The mayor has to stand on his record. And what we need to know is exactly what’s lurking out there. He has gotten some number of women … dozens? Who knows … to sign nondisclosure agreements both for sexual harassment and for gender discrimination in the workplace. So Mr. Mayor, are you willing to release all of those women from those nondisclosure agreements so we can hear their side of the story?"
170,9,1,,other,42:26,We have a very few nondisclosure agreements.
171,9,1,,other,42:30,How many is that?
172,9,1,,other,42:31,Let me finish.
173,9,1,,other,42:31,How many is that?
174,9,1,,other,42:33,None of them accused me of doing anything other than maybe they didn’t like a joke I told. These would be agreements between two parties that wanted to keep it quiet and that’s up to them. They signed those agreements and we’ll live with it.
175,9,1,Biden,candidate,42:49,Come on.
176,9,1,,other,42:49,"So wait. When you say a … I just want to be clear. Some is how many? And when you say they signed them and they wanted them, if they wish now to speak out and tell their side of the story about what it is they alleged, that’s now okay with you? You’re releasing them on television tonight?"
177,9,1,,other,43:11,"Senator, no."
178,9,1,,other,43:11,Is that right?
179,9,1,,other,43:11,"Senator, the company and somebody else, in this … the man or a woman or could be more than that, they decided when they made an agreement that they wanted to keep it quiet for everybody’s interests."
180,9,1,,other,43:27,No.
181,9,1,Biden,candidate,43:27,Come on.
182,9,1,,other,43:27,They sign the agreements and that’s what we’re going to live.
183,9,1,Buttigieg,candidate,43:29,They could release them now.
184,9,1,,other,43:30,"I’m sorry. No, the question is, are the women-"
185,9,1,,other,43:32,I heard your question.
186,9,1,,other,43:33,"… bound by being muzzled by you? And you could release them from that immediately. Because understand, this is not just a question of the mayor’s character. This is also a question about electability. We are not going to be Donald Trump with a man who has who knows how many nondisclosure agreements and the drip, drip, drip of stories of women saying they have been harassed and discriminated against. That’s not what we do as Democrats."
187,9,1,,other,44:03,… and discriminated against. That’s not what we do as Democrats.
188,9,1,,other,44:03,Mr. Vice President.
189,9,1,Biden,candidate,44:06,"Look, let’s get something straight here. It’s easy, all the mayor has to do is say you are released from the non-disclosed agreement, period. We talk about transparency here. This guy got himself in trouble and he couldn’t disclose what he did, he went to his company."
190,9,1,Buttigieg,candidate,44:24,"To be super clear that was about the list of clients, so nobody gets the wrong idea."
191,9,1,Biden,candidate,44:27,"No, no, I’m sorry."
192,9,1,Buttigieg,candidate,44:29,"I know what you mean, no, you’re right."
193,9,1,Biden,candidate,44:31,"He went to the company and said, “I want to be released. I want to be able to do it.” Look, this is about transparency. From the very beginning, whether it’s your health record, whether it’s your taxes, whether you have cases against you, whether or not people have signed nondisclosure agreements. You think that women in fact were ready to say, “I don’t want anybody to know about what you did to me.” That’s not how it works. The way it works is they say, “Look, this is what you did to me.” And the mayor comes along and his attorney said, “I will give you this amount of money if you promise you’ll never say anything.” That’s how it works."
194,9,1,,other,45:04,"Mayor Bloomberg, final word to you."
195,9,1,,other,45:07,"I’ve said, we’re not going to end these agreements because they were made consensually and they have every right to expect that they will stay private."
196,9,1,Biden,candidate,45:18,"If they want to release it, they should be able to release themselves. Say yes."
197,9,1,Sanders,candidate,45:24,"You know, we talk about electability and everybody up here wants to beat Trump. And we talked about stop and frisk and [inaudible 00:45:32] has established and the problems there, but maybe we should also ask how Mayor Bloomberg in 2004 supported George W. Bush for president. Put money into Republican candidates for the United States Senate, when some of us, Joe and I and others were fighting for Democrats to control the United States Senate."
198,9,1,Biden,candidate,45:50,[inaudible 00:45:51].
199,9,1,Sanders,candidate,45:52,"Maybe we can talk about a billionaire saying that we should not raise the minimum wage or that we should cut social security, Medicare and Medicaid. If that’s a way to beat Donald Trump, wow, I would be very surprised."
200,9,1,,other,46:06,"Thank you, Senator. Vanessa to you."
201,9,1,,other,46:08,"Wait, wait."
202,9,1,,other,46:09,"Senator Klobuchar, you’re running om your Washington experience. But last week in a Telemundo interview, you could not name the President of Mexico or discuss any of his policies. Last night you defended yourself saying, “This isn’t Jeopardy.” But my question to you is, shouldn’t our next president know more about one of our largest trading partners?"
203,9,1,Klobuchar,candidate,46:35,"Of course. Of course. And I don’t think that that momentary forgetfulness actually reflects what I know about Mexico and how much I care about it. And I first want to say greetings to President Lopez Obrador. Secondly, what I meant the game of Jeopardy is that I think we could all come up with things. You know how many members are there in the Israeli Knesset? 120. Who is the president of Honduras?"
204,9,1,,other,47:12,Senator Klobuchar.
205,9,1,Klobuchar,candidate,47:12,Hernandez.
206,9,1,,other,47:13,Senator Klobuchar.
207,9,1,Klobuchar,candidate,47:13,"When it comes to Mexico, I am the one person on this stage that came out first to say I was for the U.S. Mexican Canadian trade agreement. That is going to be one of the number one duties of a president is to implement that."
208,9,1,,other,47:26,"Senator Klobuchar, my colleague specifically asked you if you could name the President of Mexico and your response was no."
209,9,1,Klobuchar,candidate,47:32,"Yes, that’s right. And I said that I made an error. I think having a president that maybe is humble and is able to admit that here and there, maybe wouldn’t be a bad thing."
210,9,1,,other,47:43,"Mayor Buttigieg, your response [crosstalk 00:47:46]."
211,9,1,Buttigieg,candidate,47:48,"Yeah, look, I wouldn’t liken this to trivia. I’m actually didn’t know how many members were in the Knesset. So you got me there."
212,9,1,Klobuchar,candidate,47:51,"Well, there you go."
213,9,1,Buttigieg,candidate,47:54,But you’re staking your candidacy on your Washington experience. You’re on the committee that oversees border security. You’re on the committee that does trade. You’re literally part of the committee that’s overseeing these things and we’re not able to speak to literally the first thing about the politics of the country to our south.
214,9,1,Klobuchar,candidate,48:11,"Are you trying to say that I’m dumb? Are you mocking me here, Pete?"
215,9,1,Buttigieg,candidate,48:15,I’m saying you shouldn’t trivialize that knowledge.
216,9,1,Klobuchar,candidate,48:16,"I said I made an error. People sometimes forget names. I am the one that has, number one, has the experience based on passing over 100 bills-"
217,9,1,,other,48:27,"Thank you, Senator."
218,9,1,Klobuchar,candidate,48:28,"If I could respond, this was a pretty big allegation."
219,9,1,,other,48:30,"Quickly, please."
220,9,1,Klobuchar,candidate,48:31,"He’s basically saying that I don’t have the experience to be President of the United States. I have passed over 100 bills as the lead Democrat since being in the U.S. Senate. I am the one, not you, that has won statewide in congressional district after congressional district. And I will say when you tried in Indiana, Pete, to run, what happened to you? You lost by over 20 points to someone who later lost to my friend Joe Donnelly. So don’t tell me about experience. What unites us here is we want to win and I think we should put a proven winner in charge of the ticket."
221,9,1,,other,49:09,"Your response, Mayor Buttigieg."
222,9,1,Buttigieg,candidate,49:11,"This is the race for president. If winning a race for Senate in Minnesota translated directly to becoming president, I would have grown up under the presidency of Walter Mondale. This is different. And the reason that I think we need to talk about Washington experience is that we should ask what that experience has led to. Experiences and certainly tenure is not always the same thing as judgment. If we’re going to talk about votes in the Senate in Washington, let’s talk [crosstalk 00:49:38]."
223,9,1,Holt,proctor,49:35,"Hello, hello, hello. Thank you. [crosstalk 00:49:46] Senator Warren and Mayor Bloomberg, this question is for you. I want to talk about and maybe this is appropriate here."
224,9,1,,other,49:54,"Can I just defend Senator Klobuchar for a minute? This is not right. I understand that she forgot a name. It happens. It happens to everybody on this stage. Look, you want to ask about whether or not you understand trade policy with Mexico, have at it, and if you get it wrong, man, you ought to be held accountable for that. You want to ask about the economy and you get it wrong, you ought to be held accountable. You want to ask about a thousand different issues and you get it wrong, you ought to be held accountable. But let’s just be clear, missing a name all by itself does not indicate that you do not understand what’s going on. And I just think this is unfair. [crosstalk 00:06:42]."
225,9,1,,other,50:40,"Senator Warren, you’re right but Senator Klobuchar could not discuss Mexican policy either."
226,9,1,,other,50:46,Fair enough.
227,9,1,Biden,candidate,50:46,I’m the only one who knows this man and met with him.
228,9,1,Klobuchar,candidate,50:50,I do have to respond.
229,9,1,Biden,candidate,50:51,"Come on, man."
230,9,1,Klobuchar,candidate,50:55,"[crosstalk 00:50:55] You have just invoked my name again and I ask you to look at the interview I did directly after the forum, which we went into great detail on Latin American policy. And I want to say one thing about Mayor Pete where we just disagree, he was asked on a debate stage about the Mexican cartels, which are bad, bad criminal organizations. He said that he would be open to classifying them as terrorist organizations. I actually don’t agree with that. That is a very valid debate to have. I don’t think that would be good for our security coordination with Mexico. And I think you got that wrong [crosstalk 00:51:35]."
231,9,1,Biden,candidate,51:34,I’ve spent more time in Mexico than anybody. Can I get a chance to say something?
232,9,1,Buttigieg,candidate,51:38,Hold on.
233,9,1,Sanders,candidate,51:39,Si.
234,9,1,Biden,candidate,51:41,"Si, thank you. Look, I’m the only who spent extensive, hundreds of hours in Latin America. I’ve met with this president, I’ve met with the last president, the one before-"
235,9,1,,other,51:54,"So, you all ready to play some Nevada trivia now? I’m only half joking here. Let’s talk about this issue because it’s up there and polls, voters are really concerned about it as you all know. What you might not know is that Las Vegas and Reno are the vibrant economic engines for the state of Nevada and are also two of the fastest warming cities in the country. In certain months of the year, the heat is already an emergency situation for residents and for tourists walking up and down the strip. So I’m going to start with you, Mr. Vice President, what specific policies would you implement that would keep Las Vegas and Reno livable but also not hurt those economies?"
236,9,1,Biden,candidate,52:37,"It is the existential threat that humanity faces, global warming. I went out to check and you have a facility where you have the one of the largest, largest solar panel arrays in the world. And when the fourth stage is completed, you’ll be able to take care of 60,000 homes for every single bit of their needs. And what I would do is number one, work on providing the $47 billion we have for tech and to making sure we find answers is to provide a way to transmit that wind and solar energy across the network of all the United States. Invest in battery technology."
237,9,1,Biden,candidate,53:16,"I would immediately restate all of the elimination of what Trump has eliminated in terms of EPA. I would secondly make sure that we had 500,000 new charging stations in every new highway we built in the United States of America or repaired. I would make sure that we, once again, made sure that we got the mileage standards back up, which would have saved over 12 billion barrels of oil had he not walked away from it. And I would invest in rail, in rail. Rail can take hundreds of thousands, millions of cars off the road if we have high speed rail."
238,9,1,,other,53:52,"Thank you Mr. Vice President. I want to get some of the rest of you in on this because y’all have plans. Mayor Bloomberg, let me read what you said about this issue. You said you want to intensify U.S. and international actions to stop the expansion of coal. How exactly are you going to do that?"
239,9,1,,other,54:09,"Well, already we’ve closed 304 out of the 530 coal-fired power plants in the United States. And we’ve closed 80 out of the 200 or 300 that are in Europe. Bloomberg Philanthropies working with the Sierra club. That’s one of the things you do. But just let’s start at the beginning. If you’re president, the first thing you do the first day is you rejoin the Paris Agreement. This is just ridiculous for us to drop out. Two, America’s responsibility is to be the leader in the world and if we don’t, we’re the ones that are going to get hurt just as much as anybody else. And that’s why I don’t want to have us cut off our relationships with China because you will never solve this problem without China and India, Western Europe and America. That’s for most of the [crosstalk 00:54:50]. Let me just finish one other thing. I believe, and you can tell me whether this is right, but the solar array that the vice president was talking about is being closed because it’s not economic. That you can put solar panels in and modern technology, even more modern than that."
240,9,1,,other,55:07,"Mayor, I want to let Senator Warren jump in here. Just because you’ve said something that’s really specific to Nevada. The tension here in this state is between people want renewable energy and people want conservation on public lands. 85% of Nevada is managed by the federal government. You have said that you are going to have an executive order that would stop drilling on public lands, stop mining, which is a huge industry here. You got to have lithium, you got to have copper for renewable energy. How do you do that?"
241,9,1,,other,55:36,"So look, I think we should stop all new drilling and mining on public lands and all offshore drilling. If we need to make exceptions because there are specific minerals that we’ve got to have access to, then we locate those and we do it not in a way that just is about the profits of giant industries, but in a way that is sustainable for the environment. We cannot continue to let our public lands be used for profits by those who don’t care about our environment and are not making it better. Look, I’m going to say something that is really controversial in Washington, but I think I’m safe to say this here in Nevada. I believe in science and I believe that the way we’re going to deal with this problem, is that we are going to increase by 10 fold our investment in science."
242,9,1,,other,56:27,"There’s an upcoming $27 trillion market worldwide for green and much of what is needed has not yet been invented. My proposal is let’s invent it here in the United States and then say we invent in the U.S., you’ve got to build it in the U.S. That’s a million new manufacturing-"
243,9,1,Todd,proctor,56:48,"We’re going to stick to this topic but Senator Sanders, I’m going to move to fracking. You want a total ban on natural gas extraction, fracking in the next five years. The industry obviously supports a lot of jobs around the country, including thousands in the battleground state of Pennsylvania. One union official there told the New York Times, “If we end up with a Democratic candidate that supports a fracking ban, I’m going to tell my members that either you don’t vote or you vote for the other guy.” What do you tell these workers? It’s supporting a big industry right now, sir."
244,9,1,Sanders,candidate,57:18,"What I tell these workers is that the scientists are telling us, that if we don’t act incredibly boldly within the next six, seven years, there will be irreparable damage done, not just in Nevada, not just to Vermont or Massachusetts, but to the entire world. Joe said it right, this is an existential threat. You know what that means, Chuck? That means we’re fighting for the future of this planet. And the Green New Deal that I support, by the way, will create up to 20 million good paying jobs as we move our energy system away from fossil fuel to energy efficiency and sustainable energy. This is a moral issue, my friends. We have to take the responsibility of making sure that the planet we leave our children and grandchildren is a planet that is healthy and habitable. That is more important than the profits of the fossil fuel industry."
245,9,1,Todd,proctor,58:24,"I want to keep this going. Senator Klobuchar, you’re not on the same page at a total ban of fracking. You call it a transitional fuel, but scientists are sounding this alarm now. Do you take these warnings that maybe fracking as a step backwards, not a step forward, not a transition."
246,9,1,Klobuchar,candidate,58:42,"I made it very clear that we have to review all of the permits that are out there right now for natural gas and then make decisions on each one them and then not grant new ones until we make sure that it’s safe but it is a transitional fuel. And I want to add something that really hasn’t been brought up by my colleagues. This is a crisis and a lot of our plans are very similar to get to carbon neutral by 2045, 2050 something like that. But we’re not going to be able to pass this unless we bring people with us. I’m looking at these incredible senators from Nevada, Catherine Cortez Masto and Jacky Rosen and I’m thinking that they know how important this is and you can do this in a smart way. One, get back into that international climate change agreement. Two, clean power rules, bring those back. A president can do this herself without Congress as well as the gas mileage standards. But when it comes to putting a sweep, a price on carbon … This is very important, Chuck."
247,9,1,Klobuchar,candidate,59:39,"We have to make sure that that money goes back directly as dividends to the people that are going to need help for paying their bills. Otherwise, we’re not going to pass it. So there has to be a heart to the policy to get this done."
248,9,1,Todd,proctor,59:51,"Senator Warren, address the worker issue, if you don’t mind, as well. Can you address the worker issue?"
249,9,1,,other,59:54,"Yes, we can have a Green New Deal and create jobs. We need people in infrastructure who will help build. We have manufacturing-"
250,9,1,Todd,proctor,01:00:04,They could lose that job tomorrow though. That’s what they’re concerned about.
251,9,1,,other,01:00:06,"Yes, those jobs are for tomorrow. Those are the ones we need to be working on to harden our infrastructure right now. But listen to Senator Klobuchar’s point. She says we have to think smaller in order to get it passed. I don’t think that’s the right approach here. Why can’t we get anything passed in Washington on climate? Everyone understands the urgency, but we’ve got two problems. The first is corruption, an industry that makes its money felt all through Washington. The first thing I want to do in Washington is pass my anti-corruption bill so that we can start making the changes we need to make on climate. And the second is the filibuster. If you’re not willing to roll back the filibuster, then you’re giving the fossil fuel industry a veto over all of the work that we need to do."
252,9,1,Todd,proctor,01:00:54,"Senator, thank you, Vanessa’s got the next question."
253,9,1,Klobuchar,candidate,01:00:54,"Can I respond, she [crosstalk 01:00:57]."
254,9,1,,other,01:00:56,"Vice President Biden, you have said that you want to hold the oil and gas executives accountable for their role in harming our planet. You have even suggested that you might put them in jail. Which companies are you talking about and how far are you willing to go?"
255,9,1,Biden,candidate,01:01:13,"I’m willing to go as far as we have to. First of all, I would eliminate all the subsidies we have for oil and gas, eliminate it, period. That would save millions and millions, billions of dollars. Number two, I think that any executive who was engaged in … and by the way, minority communities are the communities that would be most badly hurt by the way in which we deal with climate change. They are the ones that become the victims. That’s where the asthma is. That’s where the groundwater supply has been polluted. That’s where in fact, people in fact do not have the opportunity to be able to get away from, everything from, still asbestos in the walls of our schools."
256,9,1,Biden,candidate,01:01:49,"I have a trillion dollar program for infrastructure. That will provide for thousands and thousands of new jobs, not $15 an hour, but $50 an hour plus benefits. Unions, unions, being able to do that. And what it does is it will change the nature … Look, here’s the last point, my time’s going to run out. Here’s the last point I want to make to you. On day one when I’m elected president, I’m going to invite all of the members of the Paris Accord to Washington D.C. They make up 85% of the problem. They know me, I’m used to dealing with international relations. I will get them to up the ante in a big way."
257,9,1,,other,01:02:27,"Vice President Biden, you didn’t answer to my questions."
258,9,1,Biden,candidate,01:02:29,I thought I did.
259,9,1,,other,01:02:30,What would you do with these companies that are responsible for the destruction of our planet?
260,9,1,Biden,candidate,01:02:35,"What would I do with them? I would make sure they, number one, stop. Number two, if you demonstrate that they in fact have done things already that are bad and they’ve been lying, they should be able to be sued. They should be able to be held personally accountable and they should … not only, not only the company, not the stock holders, but the CEOs of those companies. They should be engaged. And it’s a little bit like, look, this is the industry we should be able to sue. We should go after just like we did the drug companies, just like we did with the tobacco companies. The only company we can’t go after our gun manufacturers because of my buddy here, but that’s a different-"
261,9,1,,other,01:03:10,"Thank you, Vice President."
262,9,1,Holt,proctor,01:03:12,"We’re going to stay on the topic. My question is to Mayor Bloomberg, Mayor Bloomberg, your business is heavily invested in China. I think you mentioned that a few questions back, the number one producer in the world of carbon emissions. How far would you go to force China to reduce those emissions and tackle the climate crisis?"
263,9,1,,other,01:03:29,"Well, you’re not going to go to war with them. You have to negotiate with them and try to … and we’ve seen how well that works with tariffs that are hurting us. What you have to do is convince the Chinese that is in their interest as well. Their people are going to die just as our people are going to die and we work together. In all fairness, the Chinese have slowed down. It’s India that is even bigger problem, but it is an enormous problem, nobody’s doing anything about it. We could right here in America make a big difference. We’re closing the coal-fired power plants. If we enforced some of the rules on fracking so that they don’t release methane into the air and into the water, you’ll make a big difference. But we’re not going to get rid of fracking for while and we frack incidentally not just natural gas, you frack oil as well. It is a technique and when it’s done poorly, like they’re doing it in too many places where the methane gets out into the air, it is very damaging."
264,9,1,,other,01:04:19,"But it’s a transition fuel, I think the Senator said it right. We want to go to all renewables, but that’s still many years from now. And before, I think the Senator mentioned 2050 for some data. No scientist thinks the numbers for 2050 or 2050 anymore. They’re 2040, 2035. The world is coming apart faster than any scientific study had predicted. We just got to do something now [crosstalk 01:04:46]."
265,9,1,Holt,proctor,01:04:46,"Mayor Buttigieg, your thoughts."
266,9,1,Buttigieg,candidate,00:24,"Let’s be real about the deadline. It’s not 2050. It’s not 2040. It’s not 2030. It’s 2020, because if we don’t elect a president who actually believes in climate science now, we will never meet any of the other scientific or policy deadlines that we need to. So first of all, let’s make sure we’re actually positioned to win. Which once again, if we put forward two of the most polarizing figures on this stage as the only option, it’s going to be a real struggle."
267,9,1,Buttigieg,candidate,00:54,Now I’ve got a plan to get us carbon neutral by 2050. And I think everybody up here has a plan that more or less does the same. So the real question is how are we going to actually get it done? We need leadership to make this a national project that breaks down the partisan and political tug of war that prevents anything from getting done.
268,9,1,Buttigieg,candidate,01:14,"How do you do it? Well, first of all, making sure that those jobs are available quickly. Secondly, ensuring that we are pulling in those very sectors who have been made to feel like they’re part of the problem, from farming to industry, and fund as well as urge them to do the right thing. And then global climate diplomacy, I’m a little skeptical of the idea that convincing is going to do the trick when it comes to working with China. America has repeatedly overestimated our ability to shape Chinese ambitions, but what we can do is ensure that we use the hard tools [crosstalk 00:01:46]."
269,9,1,Todd,proctor,01:45,Hold here for a second. Senator Warren?
270,9,1,Buttigieg,candidate,01:45,"-policy, to enforce what has to happen."
271,9,1,,other,01:51,"Yes. I want to make sure that the question of environmental justice gets more than a glancing blow in this debate, because for generations now in this country, toxic waste dumps, polluting factories have been located in or near communities of color over and over and over. And the consequences are felt in the health of young African American babies. It’s felt in the health of seniors, people with compromised immune systems."
272,9,1,,other,02:21,It’s also felt economically. Who wants to move into an area where the air smells bad or you can’t drink the water. I have a commitment of $1 trillion to repair the damage that this nation has permitted to inflict on communities of color for generations now. We have to own up to our responsibility. We cannot simply talk about climate change in big global terms. We need to talk about it in terms of rescuing the communities that have been damaged.
273,9,1,Todd,proctor,02:50,"Senator Warren, thank you. [crosstalk 00:02:53]."
274,9,1,,other,02:53,"I want to ask you about something else that is important to people here. I want to ask you about Latinos owning one out of every four new businesses in the, United States, many of them have benefited from president Trump’s tax cuts, and they may be hesitant about new taxes or regulations. Will taxes on their small businesses go up under your administration?"
275,9,1,Biden,candidate,03:12,"No. Taxes and small [inaudible 00:03:15], matter of fact, we’re going to make sure there’s more money available for small businesses in the Latino community, in the black community, to be able to get the capital to start businesses. At the Treasury Department, there’s going to be a window available where we significantly increase the amount of money available so people can borrow the money to get started. They have demonstrated they’re incredibly successful."
276,9,1,Biden,candidate,03:35,"We should not be raising taxes on them. We should start rewarding work, not just wealth. That’s why we have to change the tax code the way it is. That’s why the wealthy have to start to pay their fair share. And that’s why we have to focus on giving people the ability to garner wealth, generate wealth. And that’s why this whole idea of red lining, lending to people in areas, wasn’t the cause of Wall Street failing. The greed of Wall Street was the reason why it occurred, not the red lining."
277,9,1,Biden,candidate,04:04,"And lastly, I want to say, look, the idea of China, China is and their Belt and Road proposal, they’re taking the dirtiest coal in the world, mostly out of Mongolia, and spreading it around the world. It’s clear. Make it clear when you call them to Washington in the first 100 days, “If you continue, you will suffer severe consequences because the rest of the world will impose tariffs on everything you’re selling because you are undercutting the entire economy.”"
278,9,1,,other,04:32,"Thank you Mr. Vice President. Mayor Buttigieg, will taxes on those businesses go up under you?"
279,9,1,Buttigieg,candidate,04:36,"Not if they are small businesses. I mean what we’ve got to do is level the playing field, where a company like Amazon or Chevron is paying literally zero on billions of dollars in profits. And it puts small businesses like the ones that are revitalizing my own city, often Latino owned on our West side, at a disadvantage. We need to recognize that investing in Latino entrepreneurship is not just an investment in the Latino community. It is an investment in the future of America. And it is time for a President who understands the value of immigration in lifting up all of our communities and our country. We are getting the exact opposite message from the current president. And it is time to recognize not just the diversity of the Latino community but the importance of issues like economic empowerment, healthcare, as well as [crosstalk 00:05:23]."
280,9,1,,other,05:23,We have an entrepreneurship gap in America. And that is a gap between white entrepreneurs and black and Latino entrepreneurs. And the principle reason for this is they don’t have the money for equity to get the businesses started. It’s about a $7 billion gap. We want to have real entrepreneurship and a level playing field. I have a plan to put the $7 billion in to have the fund managed by the people who are routinely cut out. It can’t just be about taxes.
281,9,1,,other,05:59,Thank you Senator.
282,9,1,,other,06:00,We need to make an investment to level the playing field. And in the black [crosstalk 00:06:06].
283,9,1,Todd,proctor,06:04,"Excuse me. I want to get at something. Mayor Bloomberg, the Vice President talked about red lining-"
284,9,1,,other,06:10,I’m the only one here that’s started a business.
285,9,1,Todd,proctor,06:13,"Mayor Bloomberg, you seem to imply that red lining and stopping red lining has somehow contributed to the financial crisis."
286,9,1,,other,06:22,No. That’s exactly wrong.
287,9,1,Todd,proctor,06:23,And that was the implication that came out in the quote. So I want to give you a chance to clarify this.
288,9,1,,other,06:27,"Well on the record against red lining, since I worked on Wall Street. I was against it during the financial crisis. I’ve been against it since the financial crisis came about because the people that took the mortgages packaged them and other people bought them. That was where all the disaster was. Red lining is still a practice some places and we’ve got to cut it out, but it’s just not true."
289,9,1,,other,06:53,"What I was going to say, maybe you want to talk about businesses. I’m the only one here I think that’s ever started a business. Is that fair? Okay. What do we need is, I can tell you in New York City we had programs. There are mentoring programs for the young business people so they can learn how to start a business. We had programs that could get them seed capital. We have programs to get branch banking in their neighborhoods, because if you don’t have a branch bank there, you can’t get a checking account, can’t get a checking account, you can’t get a loan. You can’t get a loan, you can’t get a mortgage. Then you don’t have any wealth. There’s ways to fix this and it doesn’t take trillions of dollars. It takes us to focus on the problems of small business."
290,9,1,Todd,proctor,07:31,"Senator Sanders, 45 seconds, then we’re going to move on. Senator Sanders, 45 seconds."
291,9,1,Sanders,candidate,07:36,"All right. When we talk about a corrupt political system bought by billionaires like Mr. Bloomberg, it manifests itself in a tax code in which not only is Amazon and many other major corporations, some owned by the wealthiest people in this country, not paying a nickel in taxes, we have the insane situation that billionaires today, if you can believe it, have an effective tax rate lower than the middle-class. So maybe just-"
292,9,1,,other,08:08,"Senator, you’re writing the tax code. Why are you complaining? Who wrote the code?"
293,9,1,Sanders,candidate,08:13,"You did, you and your campaign contributions."
294,9,1,,other,08:18,You and the other 99 Senators.
