statement_no,debate,night,speaker,speaker_type,timestamp,statement
146,1,1,Audience,Other,00:34:01,Yeah.
147,1,1,Castro,candidate,00:34:03,"If I were president today… It should spur us to action, if I were president today, I would sign an executive order that would get rid of Trump’s zero tolerance policy, the remain in Mexico policy, and the metering policy. This metering policy is basically what prompted Oscar and Valeria to make that risky swim across the river. They had been playing games with people who were coming and trying to seek asylum at our ports of entry."
148,1,1,Castro,candidate,00:34:31,"Oscar and Valeria went to a port of entry, and then they were denied the ability to make an asylum claim, so they got frustrated and they tried to cross the river and they died because of that."
149,1,1,Diaz-Balart,proctor,00:34:41,"On day one, sorry. [crosstalk 00:34:42] –"
150,1,1,Castro,candidate,00:34:42,"On day one, I would do that executive order that would address metering and then I would follow that up in my first a 100 days with immigration reform that would honor asylum claims, that would put undocumented immigrants as long as they haven’t committed a serious crime on a pathway to citizenship, and then we’d go to the root cause of the issue, which is we need a Marshall Plan for Honduras, and Guatemala, and El Salvador, so that people can find safety and opportunity at home instead of coming to the United States to seek it."
151,1,1,Diaz-Balart,proctor,00:35:12,"Senator Booker, what would you do on day one? And this is a situation that the next president will inherit."
152,1,1,Booker,candidate,00:35:22,Yes. [foreign language 00:35:22].
153,1,1,Booker,candidate,00:35:22,"On day one, I will make sure that, number one we end the ICE policies and the customs and border policies are violating the human rights. When people come to this country, they do not leave their human rights at the border. Number two, I will make sure that we reinstate DACA, that we reinstate pathways to citizenship for DACA recipients and to make sure that people that are here on temporary protected status can stay and remain here. And then finally, we need to make sure that we address the issues that made Oscar and Valeria come in the first place, by making major investments in the northern triangle not like this president is doing, by ripping away the resources we need to actually solve this problem. We cannot surrender our values and think that we’re going to get border security, we actually will lose security and our values. We must fight for both."
154,1,1,Castro,candidate,00:36:25,"[crosstalk 00:36:25], if I may add very briefly, and this is an important point, my plan… and I’m glad to see that Senator Booker, Senator Warren and governor Inslee agree with me on this, my plan also includes getting rid of section 1325 of the Immigration and Nationality Act. To go back to the way we used to treat this, when somebody comes across the border not to criminalize desperation, to treat that as a civil violation, and here’s why it’s important. We see all of this horrendous family separation, they use that law section 1325 to justify under the law separating little children from their families, and so I want to challenge every single candidate on this stage to support the repeal of section 1325."
155,1,1,Booker,candidate,00:37:09,"[crosstalk 00:37:09]. As my friend here said, I agree with that one issue, but folks should understand that the separation of children from families doesn’t just go on at our border, it happens in our communities, as ICE are ripping away parents from their American children, spouses, and the like, and are creating fear in cities all across this country where parents are afraid to even drop their kids off to school or go to work."
156,1,1,Booker,candidate,00:37:31,We must end those policies as well.
157,1,1,de Blasio,candidate,00:37:33,[crosstalk 00:37:33] discussion about immigration [crosstalk 00:37:34] –
158,1,1,Diaz-Balart,proctor,00:37:34,Mayor?
159,1,1,de Blasio,candidate,00:37:34,"This country, because look at the bottom line here, those tragic, that tragic photo of those, that parent, that child, and I’m saying this as a father, every American should feel that in their heart. Every American should say that is not America, those are not our values, but we have to get under the skin of why we have this crisis in our system because we’re not being honest about the division that’s been fomented in this country. The way that American citizens have been told that immigrants somehow created their misery and their pain and their challenges, for all the American citizens out there who feel you’re falling behind or feel the American dream is not working for you, the immigrants didn’t do that to you, the big corporations did that to you, the 1% did that to you."
160,1,1,de Blasio,candidate,00:38:18,"We need to be the party of working people, and that includes a party of immigrants, but first we have to tell working people in America who are hurting, that we’re going to be on their side every single time against those big corporations who created this mess to begin with and remind people we’re all in this together. If we don’t change that debate, that politics that’s holding us back, we won’t get all these reforms people are talking about. That’s what we need to do as Democrats."
161,1,1,Diaz-Balart,proctor,00:38:49,"Thank you. [foreign language 00:38:50]. What would you do, Congressman, day one at the White House?"
162,1,1,O'Rourke,candidate,00:38:54,"[foreign language 00:38:54]. We would not turn back Valeria and her father Oscar, we would accept them into this country and follow our own asylum laws. We would not build walls, we would not put kids in cages. In fact, we would spare no expense to reunite the families that have been separated already, [crosstalk 00:39:18] –"
163,1,1,Diaz-Balart,proctor,00:39:25,"Secretary, let him finish, and I will give you… But let him finish. Let him finish."
164,1,1,O'Rourke,candidate,00:39:29,"Yes, we would not detain any family fleeing violence. In fact, fleeing the deadliest countries on the face of the planet today, we would implement a family case management program so they could be cared for in the community at a fraction of the cost, and then we would rewrite our immigration laws in our own image. Free dreamers forever from any fear of deportation by making them US citizens here in this country. Invest in solutions in Central America, work with regional stakeholders, so there’s no reason to make that 2000 mile journey to this country."
165,1,1,Diaz-Balart,proctor,00:40:00,"Secretary, I’ll give you 30 seconds."
166,1,1,Castro,candidate,00:40:01,"Let’s be very clear. The reason that they’re separating these little children from their families is that they’re using section 1325 of that act, which criminalizes coming across the border to incarcerate the parents and then separate them. Some of us on this stage have called to end that section to terminate it, some like congressman O’Rourke have not, and I want to challenge all of the candidates to do that ."
167,1,1,Castro,candidate,00:40:25,"I just think it’s a mistake, I think it’s a mistake, and I think that if you truly want to change the system, then we got to repeal that section. If not, then it might as well be the same policy."
168,1,1,Diaz-Balart,proctor,00:40:36,Thank you.
169,1,1,O'Rourke,candidate,00:40:36,"Let me respond to this very briefly. Actually as a member of Congress, I’d help to introduce legislation that would ensure that we don’t criminalize those who are seeking asylum and refuge in this country. If you’re fleeing desperation, then I want to make sure that you’re treated with respect."
170,1,1,Castro,candidate,00:40:52,I’m still talking about everybody else.
171,1,1,O'Rourke,candidate,00:40:53,"But you’re looking at just one small part of this. I’m talking about a comprehensive rewrite of our immigration laws and if we do that, I don’t think it’s asking too much for people to follow our laws when they come to this country."
172,1,1,Castro,candidate,00:41:04,"That’s not true. I’m talking about millions of folks. A lot of folks that are coming are not seeking asylum and a lot of them are undocumented immigrants. And you said recently that the reason you didn’t want to repeal section 1325 was because you were concerned about human trafficking and drug trafficking. But let me tell you what, section 18 –"
173,1,1,Diaz-Balart,proctor,00:41:23,Secretary?
174,1,1,Castro,candidate,00:41:23,"Title 18 of the US code, title 21, and title 22, already cover human [crosstalk 00:41:28] –"
175,1,1,Diaz-Balart,proctor,00:41:35,"This is an issue that we should and could be talking about for a long time and we will, for a long time."
176,1,1,Delaney,candidate,00:41:42,Can we talk about the conditions why people are coming here?
177,1,1,Diaz-Balart,proctor,00:41:44,"Let’s let Lester… Savannah, sorry. I know it’s just we could go on –"
178,1,1,Delaney,candidate,00:41:50,"But rather than talking about specific provisions, we really have to talk about why these people are coming to our country, and what are we going to do to actually make a difference in these countries?"
179,1,1,Guthrie,proctor,00:41:59,"Congressman, you’ll get your chance. Let’s continue the discussion. Senator Klobuchar?"
180,1,1,Klobuchar,candidate,00:42:02,Yes.
181,1,1,Guthrie,proctor,00:42:03,"Let’s talk about what Secretary Castro just said. He wants to no longer have it be a crime to illegally cross the border. Do you support that? Do you think it should be a civil offense only? And if so, do you worry about potentially incentivizing people to come here?"
182,1,1,Klobuchar,candidate,00:42:21,"Immigrants, they do not diminish America, they are America, and I am happy to look at his proposal, but I do think you want to make sure that you have provisions in place that allow you to go after traffickers and allow you to go after people who are violating the law. What I really think we need to step back and talk about is the economic imperative here. And that is that, 70 of our Fortune 500 companies are headed by people that came from other countries. 25% of our US Nobel laureates were born in other countries."
183,1,1,Klobuchar,candidate,00:42:56,"We have a situation right now where we need workers in our fields and in our factories, we need them to start small businesses, we need their ideas, and this president has literally gone backwards at a time where our economy needs immigrants. And so my proposal is to look at that 2013 bill that passed in Senate, which Republican support, to upgrade that bill to make it as good as possible and get it done. It brings the debt down by $158 billion. It gives a path to citizenship, for citizen, for people who can become citizens, and it would be much better for our economy in America."
184,1,1,Guthrie,proctor,00:43:33,"Senator, that’s time. Thank you. Congressman Ryan, same question. Should it be a crime to illegally cross the border or should be a civil offense only?"
185,1,1,Ryan,candidate,00:43:41,"Well, I agree with Secretary Castro. I think there are other provisions in the law that will allow you to prosecute people for coming over here if they’re dealing in drugs and other things, that’s already established in the law. So there’s no need to repeat it. And I think it’s abhorrent we’re talking about this father who got killed with his daughter, and the issues here the way these kids are being treated, if you go to Guantanamo Bay, there are terrorists that are held, they get better health care than those kids that have tried to cross the border in the United States. That needs to stop. And I think the president should immediately ask doctors and nurses to go immediately down to the border and start taking care of these kids."
186,1,1,Ryan,candidate,00:44:25,"What kind of country are we running here, where we have a president of the United States who’s so focused on hate and fear and division? What the hell has happened now, the end result, is now we’ve got kids literally laying in their own snot with three week old diapers that haven’t been changed. We’ve got to tell this president that is not a sign of strength Mr. President, that is a sign of weakness [crosstalk 00:44:48] –"
187,1,1,Guthrie,proctor,00:44:48,"Senator Booker, a lot of people, Jose asked the question, if you’re a president, on day one, what will you do with the fact that you will have families here? There’s been a lot of talk about what you’ll do in the first 100 days, about legislation. What will you actually do with these families? How will you care for them? Will they be detained or will they not be?"
188,1,1,Booker,candidate,00:45:11,"Well, this is a related and brief point because what we’re talking about, what Senator Castro and I are talking about, is that we have the power to better deal with this problem through the civil process than the criminal process. I have been to some of the largest private prisons which are repugnant to me that people are profiting off incarceration and their immigration lockups."
189,1,1,Booker,candidate,00:45:30,"Our country has made so many mistakes by criminalizing things, whether it’s immigration, whether it’s mental illness, whether it’s addiction, we know that this is not the way to deal with problems. There is a humane way that affirms human rights and human dignity and actually solve this problem. Donald Trump isn’t solving this problem, we’ve seen under his leadership a surge at our border. We solve this problem by making investments in the northern triangle to stop the reasons why people are being driven here in the first place, and we make sure we use our resources to provide health care, to affirm the values of human dignity to people that come here because we cannot sacrifice our values, our ideals as a nation for border security. We can have both by doing this the right way."
190,1,1,Guthrie,proctor,00:46:13,"All right, senator thank you. Let me go to Governor Inslee on this. What would you do on day one? Same question I just asked Cory Booker. I’m yet to hear an answer from anyone on this stage. What would you do with the families that will be here?"
191,1,1,Inslee,candidate,00:46:27,"There is no reason for the detention and separation of these children, they should be released pending their hearings, and they should have a hearing, and the law should be followed. That’s what should happen, and we should do what we’re doing in Washington state. I’m proud that we’ve passed a law that prevents local law enforcement from being turned into mini ICE agents. I am proud to have been the first governor to stand up against Donald Trump’s heinous Muslim Ban. I’m proud to be a person who’s not only talked about dreamers, but being one of the first to make sure that they get a college education so that they can realize their dreams. These are some of the most inspirational people in our state, and I’ll leave you with this thought if you want to know what I think."
192,1,1,Inslee,candidate,00:47:08,"Donald Trump the other day, tried to threaten me. He thought it was a threat to tell me that he would send refugees in Washington state if we passed the law that I passed, and I told him that’s not a threat at all. We welcome refugees into our state. We recognize diversity as a strength. This is how we’ve built America, that tradition is going to continue if I’m president of the United States."
193,1,1,Delaney,candidate,00:47:32,[crosstalk 00:47:32] –
194,1,1,Holt,proctor,00:47:32,"We’re going to switch to another topic now, we’ve got a lot to get through. Let’s talk [crosstalk 00:47:37] –"
195,1,1,Delaney,candidate,00:47:36,My grand father was actually separated from his family when he came to this country.
196,1,1,Holt,proctor,00:47:41,"We’re going to talk about it but not right now because we’re going against the clock. Tankers have been attacked, the US drone has been shot down, there have been disturbing threats issued by both the US and Iranian leadership. I’d like if you can just for a moment to put aside how you think we may have gotten here, but what I want to know is how to get dial it back. So a show of hands, who’s president would sign onto the 2015 nuclear deal as it was originally negotiated? Well, Corey Booker, Senator Booker, why not?"
197,1,1,Booker,candidate,00:48:09,"May I address that? First and foremost, it was a mistake to pull out of that deal, and one of the reasons why we’re seeing this hostility now is because Donald Trump is marching us to a far more dangerous situation. Literally, he took us out of a deal that gave us transparency into their nuclear program and pushed back a nuclear breakout 10, 20 years, and now we see around threatening to go further, and we’re being pulled in further and further into this crisis. We need to renegotiate and get back into a deal, but I’m not going to have a primary platform to say, “Unilaterally, I’m going to rejoin that deal,” because when I’m president of the United States, I’m going to do the best I can to secure this country and that region and make sure that if I have an opportunity to leverage a better deal, I’m going to do it."
198,1,1,Holt,proctor,00:48:51,"All right. Senator Klobuchar, I’d like you to answer that question because you said you would negotiate yourself back into the Iranian agreement. Can you argue that that new nuclear pact as it was ratified, was a good deal?"
199,1,1,Booker,candidate,00:49:02,"Yes, it was."
200,1,1,Klobuchar,candidate,00:49:03,"It was imperfect, but it was a good deal for that moment. I would have worked to get longer sunset periods and that’s something we could negotiate to get back in the deal. But the point is, Donald Trump told us when he got out of it that he was going to give us a better deal. Those were his words. And now we are a month away from the Iranians who claim now that they’re going to blow the caps on enriching Iranian, and the Iranians have told us this. And so that’s where we are right now. He has made us less safe than we were, when he became president."
201,1,1,Klobuchar,candidate,00:49:34,"What I would do is negotiate us back into that agreement, is stand with our allies and not give unlimited leverage to China and Russia, which is what he has done, and then finally, I would make sure that if there is any possibility of a conflict and we’re having this debate in Congress right now, that he comes to Congress for an authorization of military force, I would do that. And this president is literally every single day, 10 minutes away from going to war, one Tweet away from going to war, and I don’t think we should conduct foreign policy in our bathrobe at five in the morning [crosstalk 00:50:11]."
202,1,1,Holt,proctor,00:50:16,"Your time is up. Congresswoman Gabbard, you’ve said you would sign back on the 2015 deal. Would you insist though that it address Iran support for Hezbollah?"
203,1,1,Gabbard,candidate,00:50:25,"Let’s deal with the situation where we are, where this president and his chickenhawk cabinet have led us to the brink of war with Iran. I served in the war in Iraq at the height of the war in 2005, a war that took over 4,000 of my brothers and sisters in uniforms, lives. The American people need to understand that this war with Iran would be far more devastating, far more costly than anything that we ever saw in Iraq. It would take many more lives. It would exacerbate the refugee crisis, and it wouldn’t be just contained within Iran, this would turn into a regional war."
204,1,1,Gabbard,candidate,00:51:03,"This is why it’s so important that every one of us, every single American, stand up and say, “No war with Iran.” We need to get back into the Iran nuclear agreement and we need to negotiate how we can improve it. It was an imperfect deal. There issues like their missile development that needs to be addressed, we can do both simultaneously to prevent Iran from developing a nuclear weapon and preventing us from going to war."
205,1,1,Holt,proctor,00:51:29,"Your time is up, and I have just a very quick follow-up, but what would your red line be? That would be for military action against Iran?"
206,1,1,Gabbard,candidate,00:51:36,"Obviously if there was an attack against the American, our troops, then there would have to be a response. But my point is, and it’s important for us to recognize this, is Donald Trump and his cabinet, Mike Pompeo, John Bolton and others, are creating a situation that just as spark would light off a war with Iran, which is incredibly dangerous. That’s why we need to deescalate tensions. Trump needs to get back into the Iran nuclear deal and swallow his pride. Put the American people first."
207,1,1,Guthrie,proctor,00:52:04,"All right. We’re out of time. We’re up against a hard break, but we will have much more. Mayor De Blasio we’ll have more, the commercial is coming. We’ll continue our questioning next with Chuck Todd, Rachel Maddow, stick around. We’ll have a lot more with some very anxious candidates just ahead."
208,1,1,Male,Other,00:52:34,"All eyes on the 2020 election. Continue to follow the latest on the candidates with the NBC News Mobile app. Stay connected with breaking news, top stories, live video, and all your favorite NBC news shows. Text NBC news to 66866, to get the app now."
209,1,1,Speaker 26,Other,00:52:55,"On election day 2020, Donald Trump will be something he was not on election day 2016. That is, president Donald Trump. Any incumbent running for reelection, in some ways, a reelection campaign for president, of course, becomes a referendum, and how folks feel the president did during his four years in office. So what can we say about how voters have been reacting so far to the Trump presidency? Well, what you see here, this is his average approval rating. Meaning you’ve always got these different polls out there, one day NBC will have one, the next day CNN will have one, they’re always coming in from all over the place. This trend line is an average, a day-to-day average of all of those polls put together."
210,1,1,Speaker 26,Other,00:53:34,"And what you see here in this trend line, it’s a very narrow range that Trump is operating, and what I mean by that is, look at this. This is his high watermark, he’s peak as president. His average approval rating at its best, 46%. And when was this? Early February, 2017. That was his honeymoon. He had just become president. That makes him different right there, from every modern predecessor he has because all of them have gotten to 60, 65, 70% at least for a short period. They all had honeymoons. Trump’s honeymoon, he couldn’t even crack 50%, so already we see a lower ceiling for Trump than we’ve seen with past presidents, but that comes with a flip side and that is the basement for Trump."
211,1,1,Speaker 26,Other,00:54:16,"Look at this. 37% is the low point he has hit in his average approval rating as president. That is actually not as low as some of his predecessors have gone. We’ve seen Nixon, Bush senior, Carter, we saw them fall into the 20s at some point during their term. That has not happened to Trump either. 37 on the low end, 46 on the high end right now, somewhere in between. It’s a very narrow range. It speaks to polarization. I’ll tell you, it speaks to something else. Is this presidency really any different politically in terms of how it’s being received than the campaign in 2016? Because compare this trend line, 46, 37 low high, compare that to Trump’s support against Hillary Clinton in the polls in the fall of 2016."
212,1,1,Speaker 26,Other,00:54:58,"Trump’s average support at a low point 36%, at a high point about 43 and a half percent. Of course on election day, what was the number he hit? 46%, the same high water mark he has had in his approval rating. So Trump has been operating in the same range as a candidate. As president, we say it speaks to polarization. It also speaks to… Look, this is somebody who’ve succeeded as a candidate in 2016 despite some very, very high negative numbers. What I mean by that is, look at this, the exit poll on election day, Do you think Donald Trump’s qualified to be president? Only 38% said they thought he was qualified for the job. The clear majority said Trump wasn’t qualified. Does he have the temperament? 35% said he had the temperament. Do you like him? Do you have a favorable view? Only 40% did."
213,1,1,Speaker 26,Other,00:55:44,"You’re not supposed to be able to win with those numbers. Trump was, one of the big reasons, his opponent. Hillary Clinton, by Election Day 2016, almost as unpopular as he was, only 43% favorable. It created that narrow path for Trump, and that becomes the question. When you look at that approval rating now in 2020, can he make his opponent as unpopular on election day as Clinton was in 16?"
214,1,1,Holt,proctor,00:56:11,Good evening everyone breaking news tonight [crosstalk 00:56:14] –
215,1,1,Speaker 14,Other,00:56:13,Lester Holt.
216,1,1,Holt,proctor,00:56:14,"It sounds like a jet airplane up there, but that is fire."
217,1,1,Holt,proctor,00:56:17,Let’s talk about the Max. How do you convince some skittish passenger to get on this airplane?
218,1,1,Holt,proctor,00:56:21,We’ve met a lot of great people [crosstalk 00:56:22] –
219,1,1,Speaker 14,Other,00:56:22,The most trusted the news anchor in America.
220,1,1,Holt,proctor,00:56:25,That’s Nightly News. I’m Lester Holt.
221,1,1,Holt,proctor,00:56:45,Welcome back everyone to the first democratic presidential debate in the Arsht Center in Miami.
222,1,1,Guthrie,proctor,00:56:51,"And as we continue the questioning, time to get more members of our team in the mix."
223,1,1,Diaz-Balart,proctor,00:56:53,So right now let’s turn it over to Chuck Todd and Rachel Maddow. Take it away.
224,1,1,Maddow,proctor,00:57:00,Thanks Jose.
225,1,1,Maddow,proctor,00:57:00,"All right, we’re going to start by recapping the rules. 20 candidates qualified for this first democratic debate. We’re going to hear from 10 tonight, 10 more tomorrow. The breakdown for each night was selected at random. Now the candidates will have 60 seconds to answer, 30 seconds for a followup if necessary, and we will be ruthless if necessary."
226,1,1,Todd,proctor,00:57:18,"Yeah, we can do that. By the way, hi Rachel."
227,1,1,Maddow,proctor,00:57:20,Hi Chuck.
228,1,1,Todd,proctor,00:57:20,How are you doing?
229,1,1,Maddow,proctor,00:57:21,Good.
230,1,1,Todd,proctor,00:57:22,"We’ve got a lot of ground to cover. We’re going to be talking about guns and climate here up top a whole lot more in this hour, obviously because of the size of the field. Not every person will be able to weigh in on everything, but over the course of this next hour, we will hear from everyone. I promise everybody."
231,1,1,Todd,proctor,00:57:39,"To begin with, we’re going to go with guns, and Senator Warren, I want to start with you. We are less than 50 miles from Parkland, Florida, where 17 people were killed in a school shooting last year, and where there has been significant activism on gun violence ever since. Many of you are calling for a restoration of the Assault Weapons Ban, but even if implemented, there will still be hundreds of millions of guns in this country."
232,1,1,Todd,proctor,00:58:02,Should there be a role for the federal government –
233,1,1,Male,Other,00:58:05,All their mics are on.
234,1,1,Todd,proctor,00:58:06,"Everybody’s mics are on. I think we have a… I heard that too, that’s okay. I think we had a little mic issue in the back."
235,1,1,Maddow,proctor,00:58:12,"Control room, we’ve got [crosstalk 00:58:14] –"
236,1,1,Todd,proctor,00:58:14,"We have the… I think we heard… Yeah, we have the audience audio. All right, so the question is simply this –"
237,1,1,Maddow,proctor,00:58:20,Sorry.
238,1,1,Todd,proctor,00:58:21,"I apologize you guys didn’t get to hear this, the first part of the question. Obviously we’re not far from Parkland, Florida. Gun activism has become a big part of high school life up there in Broward County. Many of you are calling for tighter gun restriction, some of you calling for the restoration of the Assault Weapons Ban, but even if it’s put in place, there’s still going to be perhaps hundreds of millions of guns still on the street."
239,1,1,Todd,proctor,00:58:45,Is there a role for the federal government to play in order to get these guns off the streets?
240,1,1,Male,Other,00:58:51,I need to go to the rest room.
241,1,1,Female,Other,00:58:52,[inaudible 00:58:52].
242,1,1,Female,Other,00:58:57,What’s happening?
243,1,1,Todd,proctor,00:58:57,We are hearing our colleagues audio. If the control room can turn off their mics.
244,1,1,Female,Other,00:59:03,[crosstalk 00:59:03].
245,1,1,Todd,proctor,00:59:04,"Yeah, if the control room can turn off the mics of our previous moderators [crosstalk 00:59:08] –"
246,1,1,Maddow,proctor,00:59:12,"We prepared for everything, we did not prepare for this."
247,1,1,Todd,proctor,00:59:14,Guess what guys? We’re going to take a quick break. We’re going to get this technical situation fixed. We will be right back.
248,1,1,Male,Other,00:59:33,"All eyes on the 2020 election. Continue to follow the latest on the candidates with the NBC News Mobile app. Stay connected with breaking news, top stories, live video, and all your favorite NBC news shows. Text NBC news to 66866, to get the app now."
249,1,1,Speaker 26,Other,00:59:57,"All right, let’s take a look at the electoral college in 2020, the place to start obviously is where the last election ended, 2016. And remember, of course by the popular vote, Hillary Clinton had almost 3 million more of those than Donald Trump, but we don’t elect the president by national popular vote, we do it by the electoral college, and there Donald Trump had the right combination of votes in the right state enough to win 306 electoral votes for him."
250,1,1,Speaker 26,Other,01:00:23,"How does that map looking for 2020? Well, first of all, I think one thing you need to do, just understand how narrow that Trump path was in the electoral college in 2016, you can start by looking at Wisconsin. Look at that margin there, fewer than 25,000 votes separated Clinton from Trump in Wisconsin. This was a state that had not gone for a Republican in a presidential election since 1984. By a margin of fewer than 25,000 votes, Trump becomes the first in over three decades he gets Wisconsin."
251,1,1,Speaker 26,Other,01:00:54,"The margin in Michigan, even closer, barely 10,000 votes. Trump over Clinton again, as the first time since ’88 that Republican carried Michigan. And then there was Pennsylvania here about 44,000 votes. That’s the margin for Trump over Clinton in Pennsylvania. Trump wins all three of those states. Wisconsin, Michigan, Pennsylvania, by a combined total of about 75,000 votes. That’s it. But that’s enough to win the electoral college. For Democrats, if they want to reverse the result of 2016 that is the easiest and most direct path, at least on paper. You flip those states where Trump’s margin was the narrowest, those states that had been voting democratic before 2016, you flip them back, you win the electoral college if everything else stays the same. That’s the most direct path for Democrats, at least on paper."
252,1,1,Speaker 26,Other,01:01:45,"But Hey, things can change over the course of a few years. There are other states to be keeping an eye on as well. I’ll give you an example. Perfect one right here, Florida. We always talk about Florida, right, remember? Florida, Florida, Florida from back in 2000. Well, here’s one. Again, Donald Trump somewhat of a surprise on election night, I think the Clinton campaign had been feeling decent about Florida, but Trump pulled out Florida in 2016, 29 electoral votes right there, we obviously expect to be very competitive in 2020. If the Democrats can flip Florida, just given the size of the state, that is a massive change. The one cautionary note for Democrats though, they had a big year in the 2018 midterms, it was not big enough to carry over to Florida."
253,1,1,Speaker 26,Other,01:02:24,"In Florida in the 2018 midterms, Republican won the governor’s race, Republican won the Senate race, ousted a democratic incumbent in fact, in that Senate race. Florida it’s tantalizing on paper for Democrats, it’s always tantalizing on paper for Democrats, but does 2018 tell you that maybe there’s a little bit more Republican strength there in Florida? And of course, Arizona is one Democrats had been talking about now. A long time red state that Democrats think demographically might be trending in their favor. This is a state Democrats did do well in the 2018 midterms, winning a Senate race there, Clinton got within three points. Democrats hope that there’s some momentum there, some demographics, some political momentum that could flip Arizona. That could change things too."
254,1,1,Speaker 30,Other,01:03:11,I’ve been fighting these companies my whole life.
255,1,1,Female,Other,01:03:14,Greencoat can cause cancer.[inaudible 01:03:15]. So that’s where the law comes in.
256,1,1,Speaker 30,Other,01:03:19,"If you fight for what’s right, you can change the world."
257,1,1,Todd,proctor,01:03:36,We believe we have the technical difficulties [crosstalk 01:03:39] –
258,1,1,Maddow,proctor,01:03:40,Never say that.
259,1,1,Todd,proctor,01:03:40,"Never say never, but we will march forward here and I will lean forward here a little bit. Senator Warren, we’re going to get to the gun question here. Parkland, Florida, it’s just north of here in Broward County. As you know, it has created a lot of teenage activism on the gun issue. It has inspired a lot of you to come out with more robust plans to deal with guns, including Assault Weapons Ban, but even if you were able to implement that, what do you do about the hundreds of millions of guns already out there, and as a federal government, have to play a role in dealing with it?"
260,1,1,Warren,candidate,01:04:16,"In this period of time that I’ve been running for president, I’ve had more than a 100 town halls, I’ve taken more than 2000 unfiltered questions, and the single hardest question I’ve gotten, I got one from a little boy and I got one from a little girl. And that is to say, when you’re president, how are you going to keep us safe? That’s our responsibility as adults. Seven children will die today from gun violence, children and teenagers, and they won’t just die in mass shootings, they’ll die on sidewalks, they’ll die in playgrounds, they’ll die in people’s backyards, gun violence is a national health emergency in this country and we need to treat it like that."
261,1,1,Warren,candidate,01:05:02,"So what can we do? We can do the things that are sensible. We can do the universal background checks, we can ban the weapons of war, but we can also double down on the research and find out what really works, where it is that we can make the differences at the margins that will keep our children safe. We need to treat this like the virus that’s killing our children."
262,1,1,Todd,proctor,01:05:24,"Okay, thank you Senator Warren. You didn’t address… do you think the federal government needs to go and figure out a way to get the guns that are already out there?"
263,1,1,Warren,candidate,01:05:30,"What I think we need to do is we need to treat it like a serious research problem, which we have not done."
264,1,1,Todd,proctor,01:05:36,Okay.
265,1,1,Warren,candidate,01:05:37,"Guns in the hands of a collector who’s had them for decades, who’s never fired, who take safety seriously, that’s very different from guns that are sold and turned over quickly. We can’t treat this as an across the board problem, we have to treat it like a public health emergency. That means, bring data to bear and it means making real change in this country, whether it’s politically popular or not. We need to fight for our children."
266,1,1,Todd,proctor,01:06:04,"Thank you Senator. Senator Booker, you have a federal government buy back program in your plan. How is that going to work?"
267,1,1,Booker,candidate,01:06:17,"Well, first of all, I want to say my colleague and I both have been hearing this on the campaign trail, but what’s even worse is I hear gunshots in my neighborhood. I think I’m the only one, I hope I’m the only one on this panel here, that had seven people shot in their neighborhood just last week. Someone I knew, Shahade Smith, was killed with an assault rifle at the top of my block last year."
268,1,1,Booker,candidate,01:06:38,"For millions of Americans, this is not a policy issue, this is an urgency. And for those who have not been directly affected, they’re tired of living in a country where their kids go to school to learn about reading, writing, and arithmetic, and how to deal with an active shooter in their school. This is something that I’m tired of, and I’m tired of hearing people all they have to offer is thoughts and prayers. In my faith, people say faith without works is dead. So we will find a way, but the reason we have a problem right now is we’ve let the corporate gun lobby frame this debate. It is time that we have bold actions and a bold agenda. I will get that done as president of United States because this is not about policy, this is personal."
269,1,1,Todd,proctor,01:07:20,Thank you Senator Booker.
270,1,1,Maddow,proctor,01:07:20,"Secretary Castro, I’d like to talk to you about something that Senator Booker just mentioned there, the idea of active shooter drills in schools. The school shooting seem like an almost everyday or every week occurrence, now they don’t make a complete news cycle anymore no matter the death toll as parents are so afraid as their kids go off to school that their kids will be caught up in something like this. Next to nothing has changed in federal law that might affect the prevalence of school shootings. Is this a problem that is going to continue to get worse over our lifetimes or is there something that you would do as president that you really think would turn it around?"
271,1,1,Castro,candidate,01:07:55,"Yeah. Rachel, I’m the dad of a 10 year old girl, Carina, who’s here tonight, and the worst thing is knowing that your child might be worried about what could happen at school, a place it’s supposed to be safe. The answer to your question is, no, we don’t have to accept that. And I believe that on January 20th, 2021, at 12:01 PM, we’re going to have a democratic president, a democratic house, and a democratic Senate."
272,1,1,Castro,candidate,01:08:30,"The activists of Parkland, folks from Moms Demand, who’ve risen up across the United States and inspired so many people, we may not have seen yet legislative action, but we’re getting closer. The house took a vote in the Senate. The question often is, if the decision is between 60 votes of filibuster or passing common-sense gun reform? I’m going to choose common-sense gun reform. I believe that we’re going to be able to get that done in 2021."
273,1,1,Maddow,proctor,01:09:00,"Secretary Castro, thank you."
274,1,1,Ryan,candidate,01:09:03,"Rachel, I have something to add to this briefly because [crosstalk 01:09:05] –"
275,1,1,Maddow,proctor,01:09:06,"30 seconds for follow-up on that question, on that answer from Secretary Castro, Congressman Ryan."
